account,post,tag,likes,comments 
kintanfadilah,,[],172,"['Wolfie', 'Cantiiiii', 'Kucink garonk', 'Luchuk tumbhen', 'geulis pisan euy', 'Lucuu amaatt', 'Serigala cantik inimah', 'Warewolf', '', 'Yg kek gini masi sendiri????!!!', 'Lucu', 'Gemess ih nenk', 'Gemessss', 'kucing garong', 'Tantikkuuu']"
kintanfadilah,,[],179,"['HAHAHAHAHHAHA JAHAT IH AKU ', 'Edisi kangen sma', 'Apa edisi kangen mantan']"
kintanfadilah,13:45 || hi oct!,[],80,[]
kintanfadilah,13:52 || Hi sept!,[],78,[]
kintanfadilah,12:14 || ,[],80,[]
kintanfadilah,Anggap saja rumah sendiri hehe,[],141,[]
kintanfadilah,Repost ah biar Asique,[],149,[]
kintanfadilah,~,[],139,[]
sindinoviliana,Hehe,[],99,[]
sindinoviliana,"Selamat menikmati ketupat teman-teman qu. 
Taqabalallahu minna wa minkum",[],132,"['Iyaa dede', ""Na'am, Taqabalallahu minna wa minki...""]"
sindinoviliana,"""aku benci sekali harus berlatih setiap waktu, tapi hati kecilku berkata 'jangan menyerah dulu, lebih baik menderita sekarang dan kemudian menghabiskan sisa hidupmu menjadi seorang pemenang'"" -Muhammad Ali

 By @nadazayda",[],89,['Pak ali?']
sindinoviliana,"Waktu yang singkat. 
Gabakal ada lagi yang main gede2an bacot kalo lagi kerja, gaada lagi bahasa 'dede', gaada lagi tidur bareng dimushola, gaada lagi cengtri bareng kalo istirahat hari jumat, gaada lagi gojek dateng ke bengkel 5kali cuma buat anterin jajanan kita, gaada lagi nangis bareng, gaada lagi ngakak bareng, gaada lagi tiap menit ngegosip bareng, gaada lagi musuh bebuyutan kita dibengkel, gaada lagi kata2 'emangnya bener kalo kepiting digunting......', gaada lagi pake kerudung samaan, gaada lagi janjian pake rok biar samaan, gaada lagi bidadari kumpul di ciledug, gaada lagi imajinasi kayangan kita di ciledug, gaada lagi bullyan monyet, gaada lagi dah supir bidadari di ciledug, gaada lagi tukeran jobdesc kerjaan, Kaya udah gaada rahasia diantara kita, saling percaya satu sama lain, kalo ada yang salah langsung diomongin. 
Kangen dipanggil dede, kangen dibelain kalo dicakin mekanik, kangen bacotan emak sama dulay, kangen pake bahasa dede kalo lagi kerja, kangen teriak2 kalo lagi kerja, kangen jutekin orang yg kita gasuka wkwk, kangen beli botet bareng, kangen ngecakin geng pandawa.
Sampe sekarang biar kerja nya beda cabang ciledug-cipondoh tiap hari video call-an, sehari lebih dari 3kali sampe2 pada ngomong kita video call-an udah kaya minum obat. Pokoknya lope2 Salam hangat,

Bidadari sindi.",[],103,"['Sedih bgt dedenyaa', 'Kaya pernah liat yh', 'Yang sabar sindi @sindinoviliana', 'Follback cantik']"
sindinoviliana,"Ada yang mau ikut dede main ayunan?

28/Des/2018",[],134,"['Aw ucil', 'Hitz cil', 'Baebae ndulllll', 'Aduhh dede tiati, ntr jatuh sakit']"
sindinoviliana,"Berbahagialah, cukup dengan cara sendiri",[],113,"['Jadi, kalian kapan.......(?)', 'Gemeus ', 'Mo kek mbaaaaa', 'Saya melihat kopi dan susu ']"
sindinoviliana,Black&white ,[],107,"['Unchhh', '@sindinoviliana kapan nyusul @rskndr_', 'kenapa ga mera puti aja?', 'Uncchhhh', 'Sudah besar sekarang, lol :v', 'Omg!best']"
sindinoviliana,Jangan menunggu baik baru menyatakan sesuatu yang baik.,[],140,"['Nyemplung kek lu fotonya, sambil di aer', 'Nyari apaan dibwahh wkwkwk', 'Bawang putih??? Narsis amat dah malah poto poto bukannya masak, laper nih', 'Nyari receh nih kebiasaan ', 'Flbck', 'Masa si nur?']"
sindinoviliana,"ThankU for this surprise
-
-
-
-
-
-
-
-
-
Ya walaupun ketauan sih~
 By @fathurrdp 
Tim hore @deviactr @adriantopm @jasminenrt @ihzarfm_",[],303,"['happy birthday, sin!', 'Happy birthdayy sindyyyyy', 'SlmtUlang tahun SinSemoga Apapun yg diinginkan tercapai semua yaa.aminn', 'Pibesdeyyy sinn']"
sindinoviliana,Ayo kita pergi bersama menikmati indahnya dunia,[],254,"['Langgeng trsss kalian!', 'Anjayyy sindul', 'Duhh jadi pengen']"
muhammadkelvinw,"Worry about loving yourself, instead of loving the idea of other people loving you.",[],96,"['godain dong', 'ududududu ', 'Cutieeeee', 'Manja beibbb', 'Mami miss u ', 'Duh manjalitahh', 'Hmm siapa yg poto?', '', 'sayangggg acuu', 'uwuwu', 'gemasss', 'Lucuanettt', 'Cacat', 'Love you sayang']"
muhammadkelvinw," [ROYAL CUP 2019: CHEERLEADING COMPETITION & ICA REGIONAL DKI JAKARTA]

Heyho, Cheerleaders!
Have you heard about Royal Cup before?
We are one of the biggest cheerleading competitions in Jakarta since 2015

We are BACK, and willing to give you a platform to compete and let your yell shout out to the world!

What are you waiting for?
THE SLOTS ARE LIMITED!
Come and register your team

Whos gonna get Royal of the Year 2019?  EARLY BIRD REGISTRATION IS OPEN NOW!
For further information you can directly contact through:
Line @royalcheer
  Lexie - 0822-2094-1734         -ROYAL CUP 2019-

#cheerleaders
#cheerleadingindonesia
#cheerleadingjakarta
#cheerleadingcompetition
#lombacheerleaders
#lombacheerleaders2019
#royalcup2019","['cheerleaders', 'cheerleadingindonesia', 'cheerleadingjakarta', 'cheerleadingcompetition', 'lombacheerleaders', 'lombacheerleaders2019', 'royalcup2019']",26,"['Selamat Pagi, Cheerleaders!\nKami dari @idcheershoes menjual sepatu cheer by Precise dalam jumlah banyak.\nUntuk bulan ini kami memberikan :\n1. disc. utk pembelian min 5 pcs\n2. Free ongkir untuk maksium 10KM dari tempat pengiriman.\nJika berminat bs menghubungi kami by WhatsApp +6285714171606']"
muhammadkelvinw, H E L L O,[],147,"['expose bgt argh', '', 'Nanya mulu baru di upload', 'Ga apdet sama aku = unfoll', 'Kek tau diacara apaa gt yee', 'Wawwww', 'Leher ditutupin pasti ada buletan merah merona', 'GEMESH', 'Hai broo ', 'KOK LUCU SIH ', 'Ajarin dandan dong kaa']"
muhammadkelvinw,Its ok.,[],66,"['manja', 'O', '<3 <3', '<3 <3', 'Just be you selamat ulang tahun', 'Looks goodly', 'follback yaazz']"
muhammadkelvinw,"Sometimes, you need to be alone. Not to be lonely, but to enjoy your free time being yourself.",[],48,['Stay positive selamat ulang tahun']
muhammadkelvinw,Youre worth more than gold..,[],58,"['Duh captionnya pembohongan publik ada harga jg ngga', 'HAHHAHA', 'Lov u muah pilihanku memang indah', '', 'Omg', 'Kachiwww udahh ', 'Unchhh', 'wowwwwwwwwwwwwwwwwwwwwwwwwwwwwww', 'Ughhhh ', 'Si kyut aku ulang tahun hore', 'oh cool']"
muhammadkelvinw,"""bangunin gue ya sha kalo ada guru masuk""
"" cabut kantin yu males gue pelajaran si *sensor*""
""gausah pm lah males gue pm""
lu sekolah ga besok?
""Jangan ga sekolah mulu apa kelpin"" HAHA
"" hari ini pake baju ini aja yuk ""
"" besok bawahannya putih ya sha kita biar sama wkwk""
kangen semuanya kangen berantemnya kangen diomelinnya HAHA ",[],79,"['Ah elah lu titit', 'Eh jadi elu selama ini', 'Loh ko mesra gt', 'Eh eh kok ya ampun @iashaperth / iya sayy kenapa ya wkwk @maldiptr', 'Ga diomelin sama mamahnya post2 begitu?', 'Mesra dong  engga ah  @maldiptr', 'Teletubbles', 'Siapa ya? Maaf ibu yang bener itu teletubies bukan teletubbles ibu salah deh kayanya @teshaaal ', 'Lagi kusut @muhammadkelvinw', 'Kusuuuuttttttttttt', 'Parapara tes @raflirhn99 @teshaaal', 'jablayy', 'Hisss kusuuuuutttt @raflirhn99', 'kusutttttttt', 'Hahahaa', 'Kelvin asaaa bertambah gua selamat ulang tahun', 'Follback', 'ya!']"
muhammadkelvinw,"Kesayangan banget banget kemana mana bareng suka cerita , curhat segala macem juga yaa suksess yaa kalian",[],56,"['Sukses my friend', 'Nanti gw jadi chef tunggu', 'Itu tas gw meleot ya btw', 'Nnt gue mau jd detektif', 'Tunggu aja', 'Selamat ulang tahun kelvin sayang']"
muhammadkelvinw,,[],56,"['gue demen ni yg begini', 'Unchh unchh  @syifafzah', 'Udah baean ceritanyaa shayy @syifafzah', 'Shayyy  @aleviaslsbl', 'Happy birthday kelvin sayang']"
brotherfikri,"""Biasakan yang benar, jangan biasakan yang biasa"" begitu kira-kira pesan sederhana salah seorang guru SMA gue dulu.
.
Awalnya, semua hal yang belum terbiasa bakalan bener-bener ngebosenin dan ngebuat ""otak"" kita gak seneng.

Misalnya, yang gak biasa baca buku bakalan ngerasa bahwa kegiatan itu bener2 ngebosenin, tapi ada kan orang-orang yang bahkan ujian dianggap menyenangkan?
.
Mungkin, ini hanya bagaimana cara kita memandangnya dan mulai membiasakannya aja.

Masalahnya, mau gak kita menciptakan kebiasaan baru dengan cara membiasakan terus menerus dan gak bakalan berhenti sampe otak kita menyukainya?

Dan, maukah kita mulai untuk membiasakan hal-hal yang jauh lebih baik?
.
Menurut penelitian, otak akan segera menyesuaikan diri, bahkan akhirnya akan menyukai hingga ketagihan ""terhadap apa saja"" yang diinputkan berulang-ulang, apalagi disertai oleh fantasi tertentu (Amir Faisal, 2019)

#beranijadibaik #bisakarenabiasa #mindpower","['beranijadibaik', 'bisakarenabiasa', 'mindpower']",112,[]
brotherfikri,"[BOCAH KENTANG]
.
Kalau Chairul Tanjung dikenal sebagai Si Anak Singkong, maka panggil kami Si Bocah Kentang!
.
Perjalanan yang kami tempuh selama 5 hari itu ternyata mengisahkan hal-hal unik yang mungkin akan selalu kami kenang.

Mulai dari kisah kentang, Si Bocah Kentang yang nyasar, kata-kata ajaib ""ampun deh"", drama ""krs gue gimana"", istilah ""anak gembel"", ""warga lokal"" dan ""turis jakarta""pun melekat dibenak kami.

Bahkan, gayanya ciwi-ciwi bergosip dari balik pintu juga seru buat jadi bahan perbincangan cowo-cowo. Eh, maaf maksud kami bukan gosip tapi lebih tepatnya ""analisis perilaku"" katanya.

Ah, aku rasa perjalanan kmrin kentang abis (re: kena tanggung), iya nanggung bet buat jadi 1 pekan.
.
Yang jelas ini #bukancumatentangkamu , tapi #initentangkita , dan yaa inilah kisah kami Si #BocahKentang! Hiyahiyahiya

#TripWithMissions #throughVacationGainAwareness #WeLearnWeFun","['bukancumatentangkamu', 'initentangkita', 'bocahkentang', 'tripwithmissions', 'throughvacationgainawareness', 'welearnwefun']",148,"['Hiyahiyahiyaa #initentangkita', 'wkwkkwkwkw cil tolong lah typonya gausah diikutin juga', 'Ampun deh ', 'biar bagaimanapun gua malu baca paragraf 4 wkwkwkwkw :(', 'Kenapa Bapak kesini?', 'Wkwkwk paragraf 4 untung gw g ikutan']"
brotherfikri,".
All our dreams can come true, if we have the courage to pursue them.  Walt Disney
.
Serasi namanya. Semai Potensi Raih Prestasi. Masih gak nyangka bisa ikutan berbagi cerita bareng di acara itu ngebawain materi Visualisasi Mimpi.
.
Awalnya ragu, takut kalau-kalau materi yang dibawain ngebosenin, dan pada gak nyimak, apalagi pesertanya ada temen seangkatan dan kakak abang wkwkw
.
Parahnya lagi, materi blm rampung dan masih sempet-sempetnya ngedit di tkp. Gara-garanya sblm hari H baru sampe rmh tengah malem, keburu ngantuk, alhasil blm beres kerjaannya. Eh tapi ujung-ujungnya bisa bawain sampe 3 jam-an wkkw, alhamdulillah :"")
.
Rugi banget sih temen-temen yang gak ikutan
ah ini sih training bukan sekedar materi biasa 
kira-kira begitu gambaran testimoni peserta di secarik kertas evaluasi yang dibagikan.

Alhamdulillah, responnya positif :)
Udah gitu aja. Selebihnya coba rasain sendiri keseruan di agenda berikutnya!

See You Next Happiness! katanya.
Thx @al.khatami_ buat videonya",[],151,"['Tsadest', 'Rapih bgt sih a feednya', 'Uwiw', 'Ajibbb bener', 'Wihhh best lah', ""Manteps siih.. Tiap orang bisa melampaui keterbatasan ataupun sekedar ketakutannya sendiri.. Hbs liat postingan lu gw jg smangat lg ngerjain 'something' nih"", 'Keceeeee', 'uWuu ', 'Kece parah ', ""Sekali lagi Kompi membuat saya menyesal tidak bisa datang ke acara kalian :')"", 'Dr kolom komen post ini saya tau siapa yg main ig pas syuro', 'Karna rasa tak pernah bohong. Bango,benar-benar kecap ', 'Masya Allah ~ kerenn ', 'Gila gilaa keren abiss,  tapi sedih gaikut acaranya wkw', 'inspiratif bangeet']"
brotherfikri,"[A Hope!]
.
Dulu, masih teringat betul dalam benakku, bocah yang berdiri diatas panggung itu bocah yg paling pendiam dikelasnya, bocah yg paling penakut, bocah yg ada tp berasa gaada, nahloh!
.
Yang aku heran lagi, ketika bocah itu berada dibangku SMP, setiap kali dipanggil oleh gurunya atau bahkan disebut saja namanya saat jam pelajaran, berdiri bulu kuduknya! Bergetar dan berdebarlah jantungnya, gemetaran takut kalau-kalau dipanggil kedepan untuk mengerjakan soal atau barangkali sekedar menjawab pertanyaan ditempat. Bukan! Bukan karena gabisa, tapi ada rasa takut diperhatikan, takut dilihat, takut kalau salah ditertawai, dan dengan segala macam kecemasannya.
.
Ah yg lebih mengherankan, saat bocah itu ikut training motivasi, dalam ""The Five Greatest Hopes and Dreams""-nya, ia menuliskan ingin jadi seperti orang yg lagi bicara didepan itu! Gokil. Bocah itu ingin jadi seseorang yg mampu menginspirasi/pun memotivasi banyak orang. Ah mimpi. Bocah itu berangan akan satu hal yang ia teramat sadar dengan kondisi dirinya yang sangat jauh dr kemungkinan itu. Saat itu awal masuk SMA, ia masih menjadi bocah yang sangat pendiam dan pemalu.
.
Kini, sama aja! Wkwkw.. bocah itu terkadang tetap menjadi seorang yang pendiam, yaa mungkin emg sifat bawaannya udh model begini, namun dengan gaya seni yang berbeda. Lho orang beneran diem bingung mau ngomong apa eh kok toh yah malah disangka lagi baca pikiran orang. Gubrak wkwkwk.
.
Bocah itu masih dalam satu tujuan, ingin merealisasikan mimpi-mimpinya, memperbesar harap, mendambakannya dan mengadu dengan Yang Maha Pemberi, ia yakin bahwa Dzat Yang Maha Pengasih itu tak pilih kasih, dan penyanyang hamba-hambaNya.
.
Aku, masih dalam sebuah proses yang tak akan pernah berujung, akan selalu ada titik start yang baru, dan aku #BeraniBermimpi, berharap tanpa pesimis, mendamba dengan optimis. Come on! Keterbatasan bukan akhir, jadikan ia pemacu untuk menjadi yang teratas.
.
(Lanjut di Comment)
@iniperankita #PeranKita #BeraniBermimpi #PulangKampus #ProductiveYouth #CaptionWritingChallenge","['beranibermimpi', 'perankita', 'beranibermimpi', 'pulangkampus', 'productiveyouth', 'captionwritingchallenge']",145,"['Dan, lagi-lagi aku berharap, dengan harapan yang sederhana, ingin menggali inspirasi dan menemukan motivasi, lewat bukunya bang @bagustitowibisono dan kak @danisnurul, tentu mereka punya semangat juang yang berbeda. Terakhir, semoga kelak, aku bisa seperti mereka, mampu menginspirasi dengan sebuah karya, dengan pergerakan nyata, lewat potensi yang dimiliki, menjadi sebuah prestasi, ah tantangan baru menulis sebuah buku!\n#BeraniBermimpi', ""Keren ih kancil  soon gua ya juga berani 'bersuara' wkwkwkwkwkwk"", 'woooow brother', 'Wih bener2 sambil menyelam minum es teh nih bang Fikri wkwkwk', 'Wow pecah telor', 'Siap gerak brother fikri ', 'Uwuuu', 'Ada akunya masaaa. Jd gak malu ', 'Mntp lah', '@brotherfikri mulailah dg menyebut bismillah,insya Allah sukses menanti,my prayers go out to you']"
brotherfikri,"[Darimu, Aku belajar dek!]
.
Lagi dan lagi, aku mendapatkan pelajaran berharga, sederhana sih tapi rasanya cukup membuat hati terketuk untuk belajar darinya. Ya! Belajar dari seorang bocah.
.
Saat, aku mencoba berinteraksi dan memperhatikan gelagatnya, kita yg ngakunya lebih dewasa daripada mereka rasanya agak keliru! Kadang kita enggak lebih jujur dan fair kayak mereka. Pdhl kita sering bilang mereka bocah ingusan yg enggak tahu apa-apa.
.
Sejenak, coba kita menoleh ke masa-masa kecil kita, yang penuh kenangan itu. Begitu polos dan tulus kala bergaul dan berinteraksi dengan sesama, bukan brrti bodoh, rasanya karena saat itu kita selalu berpikiran positif dalam menghadapi dan menerima segala yang terjadi.
.
Kala kita sedang dirundung masalah, rasanya kata dendam itu seakan tiada! Toh hanya hari itu kita enggak saling tegur sapa dan/ saling memberi muka cemberut. Esok harinya? Ya! Kita seperti biasa, enggak membesar-besarkan masalahnya. Kalau sekarang?
.
Saat kita terjatuh, merasakan kekecewaan, yasudah! Sejenak menangis, berikutnya? Segera bangkit dan kembali tertawa lepas. Kitapun berani mengungkapkan apa yang mengganjal dipikiran kita ke orang-orang, ""maah, pahh.. itu apa? Knpa ya bgitu? Trus buat apa? Bla bla bla"" rasa ingin tahunya tinggi. Kalau sekarang?
.
Saat bermimpipun, sangat berani kita menyebutnya ""aku ingin jadi dokterrr mahh"" ""bu guruu, aku mau kayak ibuuu"" dll. Berani bermimpi. Tanpa ragu, malu dan sebagainya! Kalau sekarang?
.
Ah, rasanya kita perlu belajar dari masa lalu kita sendiri. Ayolah belajar darimanapun! Aku ingin, seperti anak kecil yang berani berangan, polos dan penuh dengan keceriaan, enggak punya rasa takut dan ragu ketika melangkah. Berbagi senyum, canda dan tawa tanpa memandang dengan siapa dia berbicara.
.
Ah, aku rindu masa-masa itu, selalu berpikir positif dan enggak ada pikiran-pikiran negatif lainnya.
Terima kasih, dek! Karenamu, aku kembali mengingat, dan belajar dari setiap kebaikan yang tertinggal dimasa kecil itu.
.
Kira-kira hal positif apa lagi yg bisa kita pelajari? Ah, aku kangen dgn segala keceriaan dan hidup apa adanya. Kalau kamu?

@iniperankita #PeranKita #PeranKitaUntukIndonesia #PengabdianMasyarakat #masalalu","['perankita', 'perankitauntukindonesia', 'pengabdianmasyarakat', 'masalalu']",145,"['iya kak, adek juga kiwkiw', 'Ga paham lagi', 'Gue waktu bocah suka pipis di got abis maen bola sama temen, masa kecil w gaada pelajarannya ', 'Waduhh, semangat terus pak ketua rohisnya bang Kosasih wkwkwk.. @kosasih_86', 'Sa ae... ', 'Lah mirip tema nya abbas rizki wkwk', 'Jadi inti ceritanya apa? ""Kura2 ga bisa terbang, burung bisa terbang""', 'Halo namaku Khatami, dan ini adikku.... ~']"
brotherfikri,"[KESASAR!]
.
Iyaa, tim ini awal mulanya gue kesasar dan nemuin pengalaman-pengalaman keren. Klo gue ga kesasar ditim ini mungkin gabakal tuh gue nemuin hal-hal keren berikutnya.
.
Kek ibarat Christopher Columbus, harapannya sih nyampe di India sesuai dg misinya eh ternyata doi malah mendarat di benua laen, doi kesasar cuy. Alih-alih takut dihukum malahan doi dapet penghargaan dr Raja Ferdinand dan Ratu Isabel. Karena yg doi temuin itu skrng kita kenal sbagai benua Amerika!
.
Gini katanya ketika dicemooh para penjelajah dunia laen, ""Kalau saya tak pernah mau kesasar, kalian tak akan pernah menemukan jalan baru.""
.
Dan mungkin gue ngerasain itu, jauh beda sm keadaan gue sblmnya, gue ""dipaksa"" keluar dr zona nyaman gue, dan ""ditantang"" buat ngelakuin hal yg mungkin gue bakalan malu karnanya.
.
Di Tim ini, tim hebat RE, kita buat semua konsep, minta saran abang-abang, hingga akhirnya kita terjun langsung ngerasain gmn mengedukasi anak-anak.
.
Ga kebayang dlu saat pertama kalinya terjun. Gue ""dituntut"" harus bisa jadi kucing dg sgala kelakuannya yg menggemaskan, bahkan sampe caranya pip*s kita lakuin. Malu? Iya lah jelas. Gile kali pertama roadshow pas bgt tempatnya deket kampus sendiri, panitia dtg cuy, pada nontonin, ketawa, tp kita cb untuk profesional demi nyenengin anak-anak yg dibina. Sampe-sampe org yg udh pernah jd kucing jd famous pas masanya dan dipanggil ""pusss, puss"" atauu ""cing kucing"" wkwkw. Ah, Alhamdulillah masa2 itu udh lewat :).
.
Mungkin itu jg dirasain oleh beberapa orang diatas, ada yg jadi anak SD harus berlagak konyol kek bocah ingusan!. Sampe kita ""dipaksa"" untuk nge-mc, ngisi games gemez, bahkan ngisi materi! Dan apesnya saat gue kebagian job ngisi materi di tempat yg anak-anak nya susah diatur (eh mungkin lebih tepatnya kita kurang pengalaman cara ngadepin anak2 model bgini :"")). Gila tantangan bet, kita intruksiin ini itu coba apa kata anak-anaknya?, dg nada polos kek gaberdosa pada blg ""Gamauuu"", ""yuk adik-adik kita berdiri"" dijawab ""Enggakkk"", ""Tuh lihat kakaknya yg didepan"" dijawab ""Enggakkk"". Kan maen. Ogah2an gt deh intinya.
.
(Lanjut di Comment)
@iniperankita #PeranKita #PeranKitaUntukIndonesia #BeraniBermimpi brrti #BeraniBerproses","['perankita', 'perankitauntukindonesia', 'beranibermimpi', 'beraniberproses']",104,"['Tapi karena ini semua, skill gue di public speaking jd makin ter-asah. Gue kesasar dizona yg gue awalnya ngga nyaman dan skrng gue justru berkutat dizona ini. Terima kasih Tim Hebat. Semangat berproses!\n.\nBelajar dr kesasarnya colombus, doi 100% bener. Kita semua tau bahwa ngga penting apa yg kita capai hari ini, atau saat ini. Yg lebih penting sesungguhnya adalah apa yg bisa kita pelajari dari sebuah perjalanan itu sendiri dan apa yg bs kita lakuin kedepannya.\nSumber Inspirasi:  Buku 30 Paspor di Kelas Sang Profesor karya uda J.S. Khairen, thx bang @yndnt atas pinjeman bukunya', 'Gookss', 'Ntabs bingits iihhh', ""Wkwkwk 'geli' sendiriiii kalo inget RE"", 'Btw apakah ini inspirasi ""keren"" nya wisnu sm riring?', 'Pusss pusss ', 'hahahaha mantaph', 'Curang dpt sumber bagus wkwkwk', 'Beuh', 'Mantap wkwkwkwk', 'Pertama kali dalam sejarah ada kucing mau makan wafer tapi lupa kalo dia puasa ', 'Emang iya kalo udh post lebih dr 3 kali dpt piring ?']"
brotherfikri,"[HUM PIM PAH, Kamu Jaga!]
.
Kalo jaman kita dlu waktu kecil (skrng jg kadang masih sih) sering kan tuu yaahh, main bareng ala-ala nyari siapa yang jaga makenya hum pim pah alaiyumm gambrengggg, sedikit kelu.....warrr! Dan diakhirrnyaaa, tinggal dua orang ditentuin pake syuitt syuitt
.
Selayaknya hum pim pah yang kalah harus berlapang dada dan ngejalani segala konsekwensinyaa, jgn baper, jgn sakit hati yah!

Selayaknya hum pim pah, selalu ada keajaiban disetiap momennya

Hum pim pah pun mengajarkan kita untuk berlaku arif ketika memperoleh kemenangan, jgn caper! Wkwkw

Pada akhirnya hum pim pah beralih menjadi suit, one by one, gmn lo bersiap di penghujung keadaan, siap mental untuk kalah, siap mental untuk menang, dan pasti rasanya teramat manis ketika menang di saat saat terakhir ^_^
.
Dan, dari hum pim pah kita belajar makna hidup, hidup itu tentang perjuangan memperoleh kemenangan, tentang rasa ikhlas dan sabar ketika ngga sesuai dg apa yg kita mau, tentang canda, tawa, kebahagiaan bersama pun dilalui. Eits jangan lupa ngikutin permainannya dengan benar jika lo gamau dapet hukuman! Kalau hidup? Tau kan siapa yg ngehukum? Siapa yang memberi perintah? 

heyyy jgn lupa temui setiap keajaibannya! Rezeki boleh jadi dateng dari arah yang ga kita sangka cuy, intinya berserah diri, yakin, pede. Eh usaha jgn dilupain ya :), Dan siap-siap klo sewaktu-waktu lo nemuin keajaiban-Nya! Akan apapun itu, yang boleh jd ngebuat lo terharu dan rasanya mau nangis, pernah ngga mengalaminya?
.
Kira-kira, keajaiban apa lg yg kamu temui dr Hum Pim Pah?
HUM PIM PAH. Kamu Jaga! Aku menang 
Hahaha #renyah
@iniperankita #PeranKita #PeranKitaUntukIndonesia #PengabdianMasyarakat","['renyah', 'perankita', 'perankitauntukindonesia', 'pengabdianmasyarakat']",111,"['Hum pim lah alayum gambreng, FIKRI KUCING!!', 'Kalo ladder shuffle gmn']"
brotherfikri,"[ANGKAT TANGAN]
.
Jedarrr jederr jedorr, jika lo gamau mati lebih baik nyerah, angkat tangan lo sebagai pertanda kepasrahan, pertanda ketidakbisaan atau demi menghindari sebuah ancaman

Eh eh bukan, bukan angkat tangan itu yang gue maksud, kadang kita ketika dihadepin sama hal yang gabiasa kita lakuin, tantangan atau hal yang boleh jadi kita ngga suka atau kita belom mampu ngelakuinnya kita cenderunggg . . . ""Ihhhh aku ga yakin bisaaa, maaf yaaa :("" ""Kapan2 aja dah, gue blm ngerti gitu2an"" ""Keknya gue gabakalan sanggup deh . . "" ""Gue takut susah bagi waktunya cuy . .""
Dll

Hei. Stop. Angkat tangan lo dan teriakkan ""Gue Mau!"" ""Gue pasti bisa"" ""Bismillah"", karena ga selamanya lo trus-trusan bilang gabisa ketika lo di bilang ""bsk jd mc di acara ini yaa sob. . ."" ""Eh ikut lomba ini yukk . . ."" ""Bikin acara yg kek gini nyok . . .""
.
Sebenernya bukan masalah lo bisa atau gabisa, kalo kata salah seorang senior yang kmren gue temui ini tuh masalah lo mau apa engga. Siap ga untuk berjuang. Yang penting niatnya dlu bro. Mulai dari keterbatasan lo jadilah yg teratas! Mulai dari diri sendiri, berani berubah! Posisikan diri lo! Katakan dengan lantang bahwa lo ""MAU"" & kebisaan akan berjalan seiring proses.

Space of possibility, cari ruang-ruang dari setiap kemungkinan lo. Space of action, kemudian laksanakan! Aktualisasi diri lo. Dengan aksi nyata bukan sekedar kata-kata. Komitmen sm diri lo sendiri sob.

Berani. Berani menerima perubahan brrti berani sabar ngikutin setiap prosesnya sampe tuntas. Lo ga perlu hebat dan punya kemampuan lebih ketika memulai, itu cm bonus, tpi dengan lo memulai lo selangkah untuk menjadi hebat & menjadi orang yang besar.

Pelaut ulung ga lahir dari laut yang tenang cuy. Bukan dizona nyamannya. Lha trus klo kita gagal? Yaudah. Toh kta udh mencoba, lebih baik gagal dlm mencoba drpd ga mencoba samsek. Toh kata orang kegagalan itu kesuksesan yg tertunda kan? Bukankah Allah gaakan membebani kita diluar kemampuan kita?

Skrng, siapkan bilang #GueMau? Angkat tangan lo!
Udh saatnya mulai. Jgn byk bacot, kuy lakuin scr bertahap :)
@iniperankita #PeranKita #PeranKitaUntukIndonesia #BeraniBerperan dengan #AngkatTangan #PengabdianMasyarakat #BeraniBerproses","['guemau', 'perankita', 'perankitauntukindonesia', 'beraniberperan', 'angkattangan', 'pengabdianmasyarakat', 'beraniberproses']",87,"['Angkat tangan mu shaggy', 'Kirain mau main dorr dorr an lagi sama @tegar2799 @adillazzhr', ""Jd yg bener itu 'aku' atau 'gue' (?)"", 'Bener ya ""gue mau""?', 'Sip besok jadi pelaut']"
